Cement,Blast_Furnace_Slag ,Fly_ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age_days
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28
